PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,TOT_EMP,"Working Out of House (0= maybe, 1=true,2=false)",Rationale,Percentage of total,Essential Location,EMP_PRSE,JOBS_1000,ANNUAL,HOURLY
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","1,010",2,,0.035,,21.0,0.356,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","1,620",2,,0.057,,16.2,0.570,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4111,Tool and Die Makers,800,2,,0.028,,14.5,0.279,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4121,"Welders, Cutters, Solderers, and Brazers","3,230",2,,0.113,,8.2,1.134,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",330,2,,0.012,,21.3,0.115,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",310,2,,0.011,,33.0,0.110,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4192,"Layout Workers, Metal and Plastic",80,2,,0.003,,16.2,0.027,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",540,2,,0.019,,20.6,0.190,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4194,"Tool Grinders, Filers, and Sharpeners",**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-4199,"Metal Workers and Plastic Workers, All Other",400,2,,0.014,,25.7,0.139,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-5111,Prepress Technicians and Workers,650,2,,0.023,,14.6,0.229,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-5112,Printing Press Operators,"3,680",2,,0.129,,10.3,1.290,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-5113,Print Binding and Finishing Workers,950,2,,0.033,,16.1,0.335,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6011,Laundry and Dry-Cleaning Workers,"3,580",2,,0.126,,7.7,1.256,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6021,"Pressers, Textile, Garment, and Related Materials",880,2,,0.031,,17.3,0.309,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6031,Sewing Machine Operators,"1,750",2,,0.061,,11.1,0.614,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6041,Shoe and Leather Workers and Repairers,**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6051,"Sewers, Hand",30,2,,0.001,,17.1,0.012,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6052,"Tailors, Dressmakers, and Custom Sewers",150,2,,0.005,,23.0,0.054,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",140,2,,0.005,,25.1,0.049,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",380,2,,0.013,,16.0,0.132,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",230,2,,0.008,,21.7,0.080,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6093,Upholsterers,340,2,,0.012,,20.1,0.121,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-6099,"Textile, Apparel, and Furnishings Workers, All Other",190,2,,0.007,,45.7,0.065,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-7011,Cabinetmakers and Bench Carpenters,"1,170",2,,0.041,,8.3,0.410,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-7021,Furniture Finishers,320,2,,0.011,,21.1,0.111,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",140,2,,0.005,,18.8,0.050,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",590,2,,0.021,,21.2,0.208,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-8099,"Plant and System Operators, All Other",90,2,,0.003,,25.9,0.032,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers","7,320",2,,0.257,,5.7,2.568,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9071,Jewelers and Precious Stone and Metal Workers,320,2,,0.011,,31.9,0.113,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",790,2,,0.028,,11.1,0.277,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9122,"Painters, Transportation Equipment",800,2,,0.028,,13.0,0.282,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9123,"Painting, Coating, and Decorating Workers",130,2,,0.005,,26.0,0.047,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9151,Photographic Process Workers and Processing Machine Operators,480,2,,0.017,,18.1,0.170,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9191,Adhesive Bonding Machine Operators and Tenders,260,2,,0.009,,12.8,0.091,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",500,2,,0.018,,9.5,0.174,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9193,Cooling and Freezing Equipment Operators and Tenders,60,2,,0.002,,41.7,0.021,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9194,Etchers and Engravers,**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",570,2,,0.020,,11.6,0.199,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9196,"Paper Goods Machine Setters, Operators, and Tenders","1,450",2,,0.051,,16.0,0.509,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9197,Tire Builders,90,2,,0.003,,40.6,0.031,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9198,Helpers--Production Workers,"4,810",2,,0.169,,12.8,1.689,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9199,"Production Workers, All Other","1,640",2,,0.058,,13.1,0.577,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-0000,Transportation and Material Moving Occupations,"193,070",2,,6.778,,2.2,67.775,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-1048,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors","8,700",2,,0.305,,3.5,3.055,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-2011,"Airline Pilots, Copilots, and Flight Engineers",**,2,,#VALUE!,,**,**,TRUE,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-3099,"Motor Vehicle Operators, All Other",690,2,,0.024,,25.4,0.242,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-5011,Sailors and Marine Oilers,150,2,,0.005,,24.3,0.051,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-5021,"Captains, Mates, and Pilots of Water Vessels",200,2,,0.007,,16.0,0.071,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-5031,Ship Engineers,80,2,,0.003,,16.8,0.029,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-6021,Parking Lot Attendants,"4,280",2,,0.150,,8.5,1.503,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-6031,Automotive and Watercraft Service Attendants,"2,540",2,,0.089,,11.9,0.892,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-6041,Traffic Technicians,50,2,,0.002,,5.7,0.016,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-6051,Transportation Inspectors,320,2,,0.011,,18.8,0.111,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-6061,"Transportation Attendants, Except Flight Attendants",200,2,,0.007,,42.3,0.070,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-6099,"Transportation Workers, All Other",200,2,,0.007,,17.5,0.070,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7011,Conveyor Operators and Tenders,400,2,,0.014,,32.3,0.139,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7021,Crane and Tower Operators,"1,280",2,,0.045,,15.0,0.451,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7032,Excavating and Loading Machine and Dragline Operators,440,2,,0.015,,28.9,0.154,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7041,Hoist and Winch Operators,**,2,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7051,Industrial Truck and Tractor Operators,"7,510",2,,0.264,,6.6,2.638,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7061,Cleaners of Vehicles and Equipment,"6,240",2,,0.219,,9.4,2.191,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand","62,000",2,,2.176,,3.6,21.766,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7063,Machine Feeders and Offbearers,"1,130",2,,0.040,,12.9,0.397,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7072,"Pump Operators, Except Wellhead Pumpers",70,2,,0.002,,27.5,0.026,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7081,Refuse and Recyclable Material Collectors,"1,560",2,,0.055,,9.5,0.549,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-7199,"Material Moving Workers, All Other",60,2,,0.002,,29.2,0.021,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19-1042,"Medical Scientists, Except Epidemiologists","7,040",1,,0.247,,12.0,2.471,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",27-3011,Radio and Television Announcers,350,1,,0.012,,21.8,0.125,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",27-3022,Reporters and Correspondents,340,1,,0.012,,15.2,0.118,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39-0000,Personal Care and Service Occupations,"128,450",1,,4.509,,2.1,45.090,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39-4021,Funeral Attendants,680,1,,0.024,,13.6,0.240,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39-9041,Residential Advisors,"2,140",1,,0.075,,17.3,0.753,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-3032,Heavy and Tractor-Trailer Truck Drivers,"27,240",1,,0.956,,4.4,9.564,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-3033,Light Truck or Delivery Services Drivers,"17,540",1,,0.616,,5.3,6.158,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-3021,Butchers and Meat Cutters,"1,660",1,,0.058,,23.4,0.582,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers","1,480",1,,0.052,,15.7,0.520,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",51-9083,Ophthalmic Laboratory Technicians,170,1,,0.006,,25.2,0.061,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19-4031,Chemical Technicians,"2,900",1,,0.102,,9.0,1.016,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19-4091,"Environmental Science and Protection Technicians, Including Health",410,1,,0.014,,15.5,0.144,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors","9,250",1,,0.325,,7.0,3.246,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",90,1,,0.003,,14.1,0.031,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",840,1,,0.029,,28.2,0.294,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",17-2161,Nuclear Engineers,**,1,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",19-4051,Nuclear Technicians,**,1,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",21-1022,Healthcare Social Workers,"3,610",1,,0.127,,4.9,1.268,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",21-1092,Probation Officers and Correctional Treatment Specialists,"2,090",1,,0.073,,3.5,0.734,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",27-3021,Broadcast News Analysts,50,1,,0.002,,41.6,0.017,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-0000,Healthcare Practitioners and Technical Occupations,"196,170",1,,6.886,,1.5,68.866,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1021,"Dentists, General","2,150",1,,0.075,,10.6,0.753,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1022,Oral and Maxillofacial Surgeons,240,1,,0.008,,22.0,0.084,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1029,"Dentists, All Other Specialists",**,1,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1031,Dietitians and Nutritionists,"1,420",1,,0.050,,8.1,0.498,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1041,Optometrists,530,1,,0.019,,11.8,0.185,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1051,Pharmacists,"7,390",1,,0.259,,8.3,2.594,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1061,Anesthesiologists,260,1,,0.009,,16.1,0.093,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1062,Family and General Practitioners,"2,280",1,,0.080,,19.4,0.799,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1063,"Internists, General",340,1,,0.012,,29.8,0.119,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1064,Obstetricians and Gynecologists,300,1,,0.011,,27.5,0.105,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1065,"Pediatricians, General",610,1,,0.021,,18.8,0.213,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1066,Psychiatrists,850,1,,0.030,,24.3,0.300,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1067,Surgeons,**,1,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1069,"Physicians and Surgeons, All Other","11,420",1,,0.401,,10.5,4.008,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1071,Physician Assistants,"2,780",1,,0.098,,9.0,0.977,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1081,Podiatrists,400,1,,0.014,,18.7,0.140,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1122,Occupational Therapists,"3,560",1,,0.125,,5.9,1.250,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1123,Physical Therapists,"5,440",1,,0.191,,5.2,1.909,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1124,Radiation Therapists,340,1,,0.012,,20.2,0.121,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1125,Recreational Therapists,690,1,,0.024,,12.0,0.243,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1126,Respiratory Therapists,"2,840",1,,0.100,,5.2,0.997,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1127,Speech-Language Pathologists,"2,880",1,,0.101,,6.5,1.010,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1128,Exercise Physiologists,**,1,,#VALUE!,,**,**,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1131,Veterinarians,"1,250",1,,0.044,,9.3,0.440,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1141,Registered Nurses,"72,910",1,,2.559,,1.5,25.595,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1151,Nurse Anesthetists,690,1,,0.024,,28.6,0.243,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1161,Nurse Midwives,150,1,,0.005,,20.6,0.054,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1171,Nurse Practitioners,"4,350",1,,0.153,,8.4,1.526,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1181,Audiologists,220,1,,0.008,,24.4,0.078,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-1199,"Health Diagnosing and Treating Practitioners, All Other",480,1,,0.017,,17.0,0.167,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2010,Clinical Laboratory Technologists and Technicians,"6,590",1,,0.231,,8.5,2.314,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2021,Dental Hygienists,"4,010",1,,0.141,,7.4,1.408,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2031,Cardiovascular Technologists and Technicians,"1,310",1,,0.046,,7.3,0.459,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2032,Diagnostic Medical Sonographers,"1,410",1,,0.049,,10.1,0.496,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2033,Nuclear Medicine Technologists,410,1,,0.014,,5.7,0.143,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2034,Radiologic Technologists,"4,210",1,,0.148,,6.2,1.477,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2035,Magnetic Resonance Imaging Technologists,760,1,,0.027,,8.7,0.267,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2041,Emergency Medical Technicians and Paramedics,"5,640",1,,0.198,,8.5,1.979,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2051,Dietetic Technicians,490,1,,0.017,,13.7,0.173,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2052,Pharmacy Technicians,"8,830",1,,0.310,,6.2,3.100,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2053,Psychiatric Technicians,"1,220",1,,0.043,,12.6,0.427,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2054,Respiratory Therapy Technicians,100,1,,0.004,,22.4,0.037,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2055,Surgical Technologists,"1,930",1,,0.068,,6.7,0.676,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2056,Veterinary Technologists and Technicians,"2,560",1,,0.090,,11.2,0.900,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2057,Ophthalmic Medical Technicians,"1,010",1,,0.035,,33.1,0.356,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2061,Licensed Practical and Licensed Vocational Nurses,"16,530",1,,0.580,,5.7,5.802,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2071,Medical Records and Health Information Technicians,"3,350",1,,0.118,,7.0,1.175,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2081,"Opticians, Dispensing",890,1,,0.031,,18.9,0.312,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2092,Hearing Aid Specialists,70,1,,0.002,,34.7,0.023,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-2099,"Health Technologists and Technicians, All Other","2,540",1,,0.089,,9.0,0.892,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-9092,Genetic Counselors,60,1,,0.002,,28.4,0.020,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",29-9099,"Healthcare Practitioners and Technical Workers, All Other",640,1,,0.022,,22.9,0.226,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-0000,Healthcare Support Occupations,"101,950",1,,3.579,,2.5,35.788,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-1011,Home Health Aides,"25,980",1,,0.912,,8.3,9.119,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-1013,Psychiatric Aides,"1,050",1,,0.037,,7.7,0.368,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-1014,Nursing Assistants,"38,460",1,,1.350,,4.0,13.502,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-1015,Orderlies,"1,500",1,,0.053,,8.1,0.527,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-2011,Occupational Therapy Assistants,800,1,,0.028,,16.0,0.279,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-2012,Occupational Therapy Aides,190,1,,0.007,,32.2,0.068,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-2021,Physical Therapist Assistants,"1,830",1,,0.064,,10.0,0.642,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-2022,Physical Therapist Aides,"1,300",1,,0.046,,15.7,0.456,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-9011,Massage Therapists,"1,890",1,,0.066,,11.9,0.662,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-9091,Dental Assistants,"6,210",1,,0.218,,5.5,2.178,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-9092,Medical Assistants,"14,440",1,,0.507,,5.5,5.070,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-9093,Medical Equipment Preparers,"1,300",1,,0.046,,7.4,0.456,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-9094,Medical Transcriptionists,880,1,,0.031,,22.2,0.309,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-9095,Pharmacy Aides,730,1,,0.026,,23.3,0.256,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-9096,Veterinary Assistants and Laboratory Animal Caretakers,"1,250",1,,0.044,,18.7,0.440,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-9097,Phlebotomists,"2,560",1,,0.090,,9.4,0.899,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",31-9099,"Healthcare Support Workers, All Other","1,580",1,,0.055,,10.9,0.554,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",33-0000,Protective Service Occupations,"71,910",1,,2.524,,2.5,25.245,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",33-1011,First-Line Supervisors of Correctional Officers,450,1,,0.016,,0.7,0.159,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",33-1012,First-Line Supervisors of Police and Detectives,"2,280",1,,0.080,,2.7,0.799,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,720,1,,0.025,,10.0,0.252,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",33-1099,"First-Line Supervisors of Protective Service Workers, All Other","1,460",1,,0.051,,9.1,0.513,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",33-2011,Firefighters,"3,730",1,,0.131,,10.6,1.309,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",33-2021,Fire Inspectors and Investigators,300,1,,0.011,,12.7,0.105,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",33-3011,Bailiffs,480,1,,0.017,,5.1,0.170,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",33-3012,Correctional Officers and Jailers,"6,660",1,,0.234,,2.4,2.338,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",33-3021,Detectives and Criminal Investigators,"1,870",1,,0.066,,2.1,0.657,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",33-3051,Police and Sheriff's Patrol Officers,"14,000",1,,0.491,,2.6,4.915,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",33-9011,Animal Control Workers,110,1,,0.004,,14.7,0.040,,
PA,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39-4031,"Morticians, Undertakers, and Funeral Directors",460,1,,0.016,,8.3,0.161,,
